product_number,name,description,price,category_name,category_id,parent_category_id,variant,manufacturer,tag
P0000664,Product 664,Description of Product 664,67.47,Kitchen,1003,1003,Color:Blue;Size:L;Material:Plastic,Sony,Smartphones;Gadgets
P0000665,Product 665,Description of Product 665,974.46,Furniture,1004,,Color:Red;Size:XL;Material:Steel,LG,Electronics;Home
P0000666,Product 666,Description of Product 666,544.46,Toys,1005,1005,Color:Brown;Size:XL,Sony,Electronics;Furniture
P0000667,Product 667,Description of Product 667,556.4,Toys,1005,1005,Color:Black;Size:L,Ikea,Home;Electronics
P0000668,Product 668,Description of Product 668,831.09,Electronics,1001,1005,Color:White;Size:L,Panasonic,Gadgets;Electronics
P0000669,Product 669,Description of Product 669,416.46,Furniture,1004,1001,Color:White;Size:XL;Material:Wood,Philips,Kitchen;Furniture
P0000670,Product 670,Description of Product 670,949.33,Books,1006,1002,Color:Black;Size:L,LG,Gadgets;Electronics
P0000671,Product 671,Description of Product 671,221.54,Furniture,1004,1004,Color:Black;Size:S;Material:Steel,LG,Home;Utensils
P0000672,Product 672,Description of Product 672,985.72,Kitchen,1003,1002,Color:White;Size:S;Material:Plastic,Philips,Smartphones;Electronics
P0000673,Product 673,Description of Product 673,157.93,Toys,1005,,Color:Brown;Size:L,Samsung,Living Room;Gadgets
P0000674,Product 674,Description of Product 674,662.35,Furniture,1004,1002,Color:Brown;Size:S;Material:Wood,Samsung,Home;Living Room
P0000675,Product 675,Description of Product 675,60.82,Books,1006,,Color:Black;Size:M,Sony,Kitchen;Utensils
P0000676,Product 676,Description of Product 676,445.18,Books,1006,1001,Color:White;Size:XL,LG,Furniture;Kitchen
P0000677,Product 677,Description of Product 677,513.96,Toys,1005,,Color:White;Size:L,LG,Gadgets;Smartphones
P0000678,Product 678,Description of Product 678,663.01,Books,1006,1002,Color:Red;Size:XL,LG,Kitchen;Utensils
P0000679,Product 679,Description of Product 679,673.89,Home Appliances,1002,1002,Color:Brown;Size:M;Voltage:110V,Philips,Furniture;Electronics
P0000680,Product 680,Description of Product 680,421.97,Books,1006,1003,Color:Blue;Size:XL,Philips,Furniture;Utensils
P0000681,Product 681,Description of Product 681,524.31,Electronics,1001,,Color:Red;Size:L,LG,Utensils;Living Room
P0000682,Product 682,Description of Product 682,497.3,Toys,1005,1005,Color:Blue;Size:M,Samsung,Home;Electronics
P0000683,Product 683,Description of Product 683,302.7,Home Appliances,1002,1001,Color:Blue;Size:L;Voltage:220V,Panasonic,Home;Kitchen
P0000684,Product 684,Description of Product 684,626.26,Books,1006,1005,Color:Red;Size:M,Samsung,Electronics;Smartphones
P0000685,Product 685,Description of Product 685,934.73,Kitchen,1003,1002,Color:Brown;Size:M;Material:Plastic,LG,Smartphones;Living Room
P0000686,Product 686,Description of Product 686,384.15,Home Appliances,1002,1001,Color:Black;Size:M;Voltage:220V,Ikea,Smartphones;Home
P0000687,Product 687,Description of Product 687,543.72,Electronics,1001,1003,Color:White;Size:L,Sony,Smartphones;Furniture
P0000688,Product 688,Description of Product 688,760.68,Electronics,1001,1005,Color:Black;Size:S,Samsung,Utensils;Home
P0000689,Product 689,Description of Product 689,433.37,Kitchen,1003,1003,Color:Brown;Size:M;Material:Steel,Panasonic,Utensils;Home
P0000690,Product 690,Description of Product 690,376.05,Kitchen,1003,1001,Color:Red;Size:S;Material:Wood,Philips,Utensils;Smartphones
P0000691,Product 691,Description of Product 691,515.77,Toys,1005,1004,Color:Blue;Size:S,LG,Electronics;Gadgets
P0000692,Product 692,Description of Product 692,902.86,Electronics,1001,1003,Color:White;Size:L,Ikea,Home;Electronics
P0000693,Product 693,Description of Product 693,679.05,Furniture,1004,1005,Color:Black;Size:XL;Material:Wood,LG,Living Room;Home
P0000694,Product 694,Description of Product 694,737.4,Electronics,1001,1001,Color:Red;Size:XL,Sony,Living Room;Gadgets
P0000695,Product 695,Description of Product 695,365.43,Kitchen,1003,,Color:Brown;Size:S;Material:Wood,Samsung,Home;Utensils
P0000696,Product 696,Description of Product 696,189.61,Furniture,1004,1004,Color:Brown;Size:S;Material:Plastic,Philips,Electronics;Living Room
P0000697,Product 697,Description of Product 697,11.56,Toys,1005,,Color:Brown;Size:M,Panasonic,Kitchen;Living Room
P0000698,Product 698,Description of Product 698,414.39,Home Appliances,1002,,Color:Blue;Size:L;Voltage:220V,Ikea,Smartphones;Furniture
P0000699,Product 699,Description of Product 699,301.56,Home Appliances,1002,1003,Color:Brown;Size:S;Voltage:110V,Samsung,Electronics;Home
P0000700,Product 700,Description of Product 700,296.91,Books,1006,1002,Color:Black;Size:S,Philips,Gadgets;Living Room
P0000701,Product 701,Description of Product 701,278.79,Books,1006,1004,Color:White;Size:S,Philips,Kitchen;Living Room
P0000702,Product 702,Description of Product 702,297.63,Kitchen,1003,1003,Color:Blue;Size:M;Material:Plastic,Samsung,Kitchen;Home
P0000703,Product 703,Description of Product 703,531.05,Furniture,1004,1003,Color:White;Size:XL;Material:Steel,Samsung,Kitchen;Utensils
P0000704,Product 704,Description of Product 704,700.09,Electronics,1001,1005,Color:White;Size:S,Panasonic,Living Room;Kitchen
P0000705,Product 705,Description of Product 705,632.8,Home Appliances,1002,1002,Color:White;Size:L;Voltage:220V,Philips,Home;Smartphones
P0000706,Product 706,Description of Product 706,312.5,Books,1006,1003,Color:Blue;Size:XL,Samsung,Kitchen;Electronics
P0000707,Product 707,Description of Product 707,879.86,Home Appliances,1002,1001,Color:Red;Size:M;Voltage:110V,Philips,Living Room;Home
P0000708,Product 708,Description of Product 708,708.62,Electronics,1001,1005,Color:Red;Size:L,LG,Living Room;Electronics
P0000709,Product 709,Description of Product 709,242.52,Furniture,1004,1003,Color:Black;Size:XL;Material:Plastic,Panasonic,Living Room;Smartphones
P0000710,Product 710,Description of Product 710,698.34,Books,1006,1001,Color:Brown;Size:S,Panasonic,Living Room;Furniture
P0000711,Product 711,Description of Product 711,273.58,Books,1006,1001,Color:Brown;Size:L,Philips,Utensils;Kitchen
P0000712,Product 712,Description of Product 712,601.42,Books,1006,1002,Color:Blue;Size:S,LG,Electronics;Home
P0000713,Product 713,Description of Product 713,905.09,Home Appliances,1002,1002,Color:Brown;Size:M;Voltage:220V,Sony,Furniture;Home
P0000714,Product 714,Description of Product 714,481.05,Kitchen,1003,1004,Color:Black;Size:XL;Material:Wood,Samsung,Gadgets;Home
P0000715,Product 715,Description of Product 715,78.23,Toys,1005,1002,Color:Brown;Size:L,Ikea,Home;Smartphones
P0000716,Product 716,Description of Product 716,768.14,Home Appliances,1002,1002,Color:White;Size:S;Voltage:220V,Philips,Gadgets;Living Room
P0000717,Product 717,Description of Product 717,92.48,Toys,1005,1004,Color:White;Size:XL,Ikea,Utensils;Furniture
P0000718,Product 718,Description of Product 718,723.4,Electronics,1001,1001,Color:Red;Size:XL,LG,Electronics;Furniture
P0000719,Product 719,Description of Product 719,425.31,Electronics,1001,,Color:Red;Size:S,Ikea,Living Room;Utensils
P0000720,Product 720,Description of Product 720,712.25,Books,1006,1001,Color:Blue;Size:S,Sony,Gadgets;Utensils
P0000721,Product 721,Description of Product 721,656.87,Home Appliances,1002,1005,Color:Red;Size:XL;Voltage:220V,Ikea,Kitchen;Living Room
P0000722,Product 722,Description of Product 722,583.96,Home Appliances,1002,1003,Color:Red;Size:M;Voltage:110V,LG,Furniture;Kitchen
P0000723,Product 723,Description of Product 723,205.62,Electronics,1001,1003,Color:Red;Size:L,Ikea,Kitchen;Gadgets
P0000724,Product 724,Description of Product 724,954.44,Toys,1005,1002,Color:White;Size:S,Panasonic,Home;Electronics
P0000725,Product 725,Description of Product 725,28.32,Home Appliances,1002,1002,Color:Brown;Size:S;Voltage:110V,Ikea,Utensils;Gadgets
P0000726,Product 726,Description of Product 726,426.15,Kitchen,1003,1005,Color:Red;Size:XL;Material:Wood,LG,Kitchen;Home
P0000727,Product 727,Description of Product 727,741.89,Toys,1005,1003,Color:Black;Size:L,Panasonic,Electronics;Utensils
P0000728,Product 728,Description of Product 728,23.45,Furniture,1004,,Color:White;Size:S;Material:Steel,Samsung,Furniture;Gadgets
P0000729,Product 729,Description of Product 729,588.78,Books,1006,1001,Color:Red;Size:S,Sony,Utensils;Smartphones
P0000730,Product 730,Description of Product 730,237.35,Toys,1005,,Color:Brown;Size:S,LG,Home;Kitchen
P0000731,Product 731,Description of Product 731,531.75,Toys,1005,,Color:White;Size:M,Sony,Home;Furniture
P0000732,Product 732,Description of Product 732,356.29,Books,1006,1004,Color:Blue;Size:XL,Sony,Gadgets;Living Room
P0000733,Product 733,Description of Product 733,79.4,Books,1006,1005,Color:Brown;Size:S,Panasonic,Furniture;Living Room
P0000734,Product 734,Description of Product 734,226.74,Home Appliances,1002,,Color:Blue;Size:L;Voltage:110V,Philips,Smartphones;Living Room
P0000735,Product 735,Description of Product 735,490.96,Home Appliances,1002,,Color:Red;Size:XL;Voltage:110V,Sony,Gadgets;Home
P0000736,Product 736,Description of Product 736,124.98,Toys,1005,1003,Color:Brown;Size:L,Sony,Utensils;Electronics
P0000737,Product 737,Description of Product 737,482.64,Books,1006,,Color:White;Size:M,Sony,Furniture;Smartphones
P0000738,Product 738,Description of Product 738,525.02,Home Appliances,1002,1002,Color:Brown;Size:XL;Voltage:220V,Samsung,Smartphones;Gadgets
P0000739,Product 739,Description of Product 739,125.57,Home Appliances,1002,1003,Color:Red;Size:L;Voltage:110V,Ikea,Electronics;Kitchen
P0000740,Product 740,Description of Product 740,195.72,Home Appliances,1002,1005,Color:Red;Size:L;Voltage:110V,Panasonic,Electronics;Home
P0000741,Product 741,Description of Product 741,271.62,Furniture,1004,1002,Color:Black;Size:M;Material:Steel,Samsung,Gadgets;Kitchen
P0000742,Product 742,Description of Product 742,31.9,Home Appliances,1002,1003,Color:Red;Size:XL;Voltage:110V,Sony,Gadgets;Living Room
P0000743,Product 743,Description of Product 743,549.63,Toys,1005,1005,Color:Blue;Size:S,Panasonic,Living Room;Home
P0000744,Product 744,Description of Product 744,494.56,Books,1006,1002,Color:Blue;Size:M,Panasonic,Utensils;Living Room
P0000745,Product 745,Description of Product 745,527.56,Furniture,1004,1001,Color:Blue;Size:L;Material:Plastic,Samsung,Electronics;Gadgets
P0000746,Product 746,Description of Product 746,45.85,Home Appliances,1002,1004,Color:Blue;Size:M;Voltage:110V,Sony,Kitchen;Living Room
P0000747,Product 747,Description of Product 747,223.55,Books,1006,1003,Color:Blue;Size:XL,Sony,Furniture;Electronics
P0000748,Product 748,Description of Product 748,303.51,Home Appliances,1002,1002,Color:Blue;Size:XL;Voltage:220V,Philips,Home;Smartphones
P0000749,Product 749,Description of Product 749,254.66,Furniture,1004,1002,Color:Red;Size:M;Material:Plastic,LG,Living Room;Home
P0000750,Product 750,Description of Product 750,481.11,Kitchen,1003,1003,Color:Black;Size:XL;Material:Wood,Ikea,Furniture;Kitchen
P0000751,Product 751,Description of Product 751,214.93,Kitchen,1003,1004,Color:Black;Size:XL;Material:Plastic,Sony,Kitchen;Furniture
P0000752,Product 752,Description of Product 752,840.62,Home Appliances,1002,1005,Color:White;Size:S;Voltage:110V,Panasonic,Home;Smartphones
P0000753,Product 753,Description of Product 753,729.63,Furniture,1004,1002,Color:Blue;Size:L;Material:Plastic,LG,Furniture;Home
P0000754,Product 754,Description of Product 754,602.07,Home Appliances,1002,1001,Color:Black;Size:L;Voltage:220V,LG,Gadgets;Living Room
P0000755,Product 755,Description of Product 755,296.63,Kitchen,1003,1005,Color:Black;Size:S;Material:Wood,Ikea,Gadgets;Home
P0000756,Product 756,Description of Product 756,353.18,Home Appliances,1002,1005,Color:White;Size:XL;Voltage:110V,Ikea,Furniture;Home
P0000757,Product 757,Description of Product 757,218.95,Furniture,1004,1002,Color:Black;Size:L;Material:Wood,LG,Living Room;Furniture
P0000758,Product 758,Description of Product 758,445.77,Home Appliances,1002,,Color:Blue;Size:L;Voltage:110V,Samsung,Furniture;Home
P0000759,Product 759,Description of Product 759,728.44,Books,1006,1002,Color:Red;Size:L,Panasonic,Gadgets;Kitchen
P0000760,Product 760,Description of Product 760,595.84,Furniture,1004,1003,Color:Brown;Size:S;Material:Wood,Panasonic,Kitchen;Furniture
P0000761,Product 761,Description of Product 761,970.42,Toys,1005,1004,Color:Black;Size:XL,Philips,Utensils;Electronics
P0000762,Product 762,Description of Product 762,787.63,Home Appliances,1002,1003,Color:Red;Size:XL;Voltage:220V,Philips,Utensils;Electronics
P0000763,Product 763,Description of Product 763,679.33,Furniture,1004,1004,Color:White;Size:M;Material:Wood,Samsung,Gadgets;Furniture
P0000764,Product 764,Description of Product 764,143.1,Furniture,1004,1004,Color:White;Size:S;Material:Wood,Ikea,Kitchen;Smartphones
P0000765,Product 765,Description of Product 765,367.82,Books,1006,1003,Color:Black;Size:XL,Sony,Gadgets;Smartphones
P0000766,Product 766,Description of Product 766,702.18,Toys,1005,1005,Color:Red;Size:L,Ikea,Smartphones;Furniture
P0000767,Product 767,Description of Product 767,593.67,Toys,1005,1004,Color:Black;Size:S,Samsung,Furniture;Utensils
P0000768,Product 768,Description of Product 768,326.1,Home Appliances,1002,1005,Color:Brown;Size:L;Voltage:220V,LG,Gadgets;Utensils
P0000769,Product 769,Description of Product 769,596.84,Books,1006,1001,Color:Red;Size:XL,Sony,Home;Kitchen
P0000770,Product 770,Description of Product 770,39.32,Kitchen,1003,1001,Color:Black;Size:L;Material:Steel,Panasonic,Gadgets;Kitchen
P0000771,Product 771,Description of Product 771,324.91,Toys,1005,1005,Color:Brown;Size:S,Panasonic,Utensils;Electronics
P0000772,Product 772,Description of Product 772,125.99,Home Appliances,1002,1005,Color:Blue;Size:L;Voltage:220V,Sony,Gadgets;Furniture
P0000773,Product 773,Description of Product 773,148.26,Home Appliances,1002,1005,Color:Brown;Size:M;Voltage:110V,Philips,Electronics;Home
P0000774,Product 774,Description of Product 774,765.24,Kitchen,1003,1003,Color:Blue;Size:XL;Material:Wood,Panasonic,Kitchen;Electronics
P0000775,Product 775,Description of Product 775,262.0,Books,1006,1001,Color:White;Size:L,Philips,Utensils;Home
P0000776,Product 776,Description of Product 776,149.09,Furniture,1004,1003,Color:Red;Size:M;Material:Plastic,Philips,Living Room;Kitchen
P0000777,Product 777,Description of Product 777,322.23,Electronics,1001,,Color:White;Size:S,Philips,Kitchen;Utensils
P0000778,Product 778,Description of Product 778,436.21,Electronics,1001,1004,Color:Blue;Size:S,LG,Electronics;Gadgets
P0000779,Product 779,Description of Product 779,271.69,Furniture,1004,1003,Color:Blue;Size:M;Material:Wood,Ikea,Home;Utensils
P0000780,Product 780,Description of Product 780,34.01,Kitchen,1003,1005,Color:Brown;Size:L;Material:Plastic,Ikea,Kitchen;Living Room
P0000781,Product 781,Description of Product 781,252.41,Home Appliances,1002,1004,Color:Red;Size:S;Voltage:220V,LG,Gadgets;Smartphones
P0000782,Product 782,Description of Product 782,442.97,Electronics,1001,1003,Color:Black;Size:M,Panasonic,Home;Gadgets
P0000783,Product 783,Description of Product 783,278.12,Furniture,1004,,Color:Red;Size:L;Material:Steel,Panasonic,Kitchen;Furniture
P0000784,Product 784,Description of Product 784,258.69,Kitchen,1003,1005,Color:Red;Size:S;Material:Wood,Ikea,Home;Kitchen
P0000785,Product 785,Description of Product 785,722.98,Kitchen,1003,,Color:Brown;Size:L;Material:Wood,Ikea,Living Room;Utensils
P0000786,Product 786,Description of Product 786,913.39,Electronics,1001,1003,Color:Red;Size:S,Ikea,Living Room;Home
P0000787,Product 787,Description of Product 787,997.69,Home Appliances,1002,1001,Color:Brown;Size:S;Voltage:110V,Panasonic,Gadgets;Smartphones
P0000788,Product 788,Description of Product 788,654.07,Toys,1005,1001,Color:Blue;Size:S,Panasonic,Gadgets;Home
P0000789,Product 789,Description of Product 789,548.63,Books,1006,1005,Color:Blue;Size:L,Panasonic,Living Room;Furniture
P0000790,Product 790,Description of Product 790,693.15,Furniture,1004,1001,Color:Blue;Size:XL;Material:Plastic,Ikea,Utensils;Home
P0000791,Product 791,Description of Product 791,586.46,Books,1006,1004,Color:Red;Size:M,Ikea,Home;Gadgets
P0000792,Product 792,Description of Product 792,716.81,Furniture,1004,1003,Color:Blue;Size:S;Material:Wood,Ikea,Electronics;Smartphones
P0000793,Product 793,Description of Product 793,147.41,Books,1006,1003,Color:Black;Size:L,Ikea,Living Room;Smartphones
P0000794,Product 794,Description of Product 794,918.06,Kitchen,1003,1001,Color:Red;Size:L;Material:Plastic,LG,Gadgets;Smartphones
P0000795,Product 795,Description of Product 795,990.87,Toys,1005,1002,Color:Brown;Size:XL,Samsung,Home;Kitchen
P0000796,Product 796,Description of Product 796,780.55,Toys,1005,,Color:Black;Size:S,Samsung,Gadgets;Electronics
P0000797,Product 797,Description of Product 797,724.41,Toys,1005,1005,Color:Black;Size:M,Philips,Furniture;Utensils
P0000798,Product 798,Description of Product 798,609.62,Electronics,1001,1001,Color:Red;Size:S,Sony,Electronics;Kitchen
P0000799,Product 799,Description of Product 799,394.58,Home Appliances,1002,1004,Color:White;Size:L;Voltage:110V,Panasonic,Electronics;Smartphones
P0000800,Product 800,Description of Product 800,218.36,Home Appliances,1002,1003,Color:Blue;Size:L;Voltage:220V,Samsung,Kitchen;Smartphones
P0000801,Product 801,Description of Product 801,570.88,Electronics,1001,1004,Color:Black;Size:S,Samsung,Home;Gadgets
P0000802,Product 802,Description of Product 802,58.28,Home Appliances,1002,1005,Color:Brown;Size:L;Voltage:220V,LG,Home;Smartphones
P0000803,Product 803,Description of Product 803,259.62,Books,1006,1002,Color:Blue;Size:M,Panasonic,Furniture;Gadgets
P0000804,Product 804,Description of Product 804,187.66,Kitchen,1003,1005,Color:Black;Size:XL;Material:Plastic,Sony,Smartphones;Living Room
P0000805,Product 805,Description of Product 805,516.32,Toys,1005,1005,Color:Brown;Size:L,Panasonic,Gadgets;Living Room
P0000806,Product 806,Description of Product 806,572.76,Furniture,1004,1002,Color:White;Size:S;Material:Steel,Samsung,Living Room;Furniture
P0000807,Product 807,Description of Product 807,577.56,Kitchen,1003,1005,Color:White;Size:M;Material:Plastic,Sony,Living Room;Kitchen
P0000808,Product 808,Description of Product 808,891.41,Home Appliances,1002,,Color:Blue;Size:XL;Voltage:220V,Philips,Gadgets;Home
P0000809,Product 809,Description of Product 809,116.25,Books,1006,1005,Color:White;Size:XL,Panasonic,Furniture;Electronics
P0000810,Product 810,Description of Product 810,254.97,Furniture,1004,1002,Color:Blue;Size:XL;Material:Plastic,Sony,Utensils;Electronics
P0000811,Product 811,Description of Product 811,260.33,Electronics,1001,1001,Color:Black;Size:S,Ikea,Home;Electronics
P0000812,Product 812,Description of Product 812,540.4,Kitchen,1003,1002,Color:Red;Size:L;Material:Plastic,Samsung,Utensils;Electronics
P0000813,Product 813,Description of Product 813,456.99,Furniture,1004,1005,Color:Black;Size:L;Material:Steel,Philips,Utensils;Gadgets
P0000814,Product 814,Description of Product 814,136.02,Electronics,1001,1001,Color:White;Size:S,Samsung,Electronics;Home
P0000815,Product 815,Description of Product 815,891.15,Toys,1005,1001,Color:Black;Size:XL,Panasonic,Furniture;Utensils
P0000816,Product 816,Description of Product 816,436.24,Books,1006,1001,Color:Black;Size:XL,Ikea,Utensils;Kitchen
P0000817,Product 817,Description of Product 817,875.28,Books,1006,1001,Color:Red;Size:L,Philips,Kitchen;Furniture
P0000818,Product 818,Description of Product 818,487.81,Toys,1005,,Color:Red;Size:M,Philips,Gadgets;Kitchen
P0000819,Product 819,Description of Product 819,112.23,Books,1006,1005,Color:Red;Size:XL,Sony,Living Room;Kitchen
P0000820,Product 820,Description of Product 820,55.47,Kitchen,1003,1001,Color:Black;Size:L;Material:Plastic,Panasonic,Smartphones;Living Room
P0000821,Product 821,Description of Product 821,266.79,Electronics,1001,1001,Color:Brown;Size:S,LG,Electronics;Living Room
P0000822,Product 822,Description of Product 822,732.57,Books,1006,1004,Color:White;Size:M,Ikea,Furniture;Home
P0000823,Product 823,Description of Product 823,531.11,Furniture,1004,1003,Color:Red;Size:XL;Material:Plastic,Samsung,Kitchen;Electronics
P0000824,Product 824,Description of Product 824,170.0,Electronics,1001,1002,Color:Blue;Size:S,Philips,Electronics;Home
P0000825,Product 825,Description of Product 825,985.51,Kitchen,1003,1002,Color:Black;Size:L;Material:Plastic,Samsung,Living Room;Home
P0000826,Product 826,Description of Product 826,576.6,Furniture,1004,1002,Color:Black;Size:L;Material:Wood,Philips,Utensils;Electronics
P0000827,Product 827,Description of Product 827,110.6,Books,1006,,Color:White;Size:XL,Philips,Utensils;Electronics
P0000828,Product 828,Description of Product 828,654.88,Toys,1005,1004,Color:Black;Size:L,Panasonic,Home;Gadgets
P0000829,Product 829,Description of Product 829,151.25,Furniture,1004,1003,Color:Brown;Size:M;Material:Steel,LG,Electronics;Furniture
P0000830,Product 830,Description of Product 830,753.24,Kitchen,1003,1003,Color:Red;Size:M;Material:Plastic,Sony,Smartphones;Home
P0000831,Product 831,Description of Product 831,392.72,Home Appliances,1002,1002,Color:Blue;Size:XL;Voltage:220V,Samsung,Furniture;Kitchen
P0000832,Product 832,Description of Product 832,199.17,Home Appliances,1002,1002,Color:Blue;Size:M;Voltage:110V,Sony,Smartphones;Gadgets
P0000833,Product 833,Description of Product 833,190.9,Toys,1005,1003,Color:Blue;Size:XL,Panasonic,Living Room;Home
P0000834,Product 834,Description of Product 834,744.93,Toys,1005,,Color:Black;Size:S,Panasonic,Electronics;Smartphones
P0000835,Product 835,Description of Product 835,604.13,Toys,1005,,Color:Brown;Size:M,LG,Electronics;Utensils
P0000836,Product 836,Description of Product 836,337.41,Kitchen,1003,1001,Color:Red;Size:S;Material:Wood,Samsung,Kitchen;Utensils
P0000837,Product 837,Description of Product 837,710.83,Kitchen,1003,1002,Color:White;Size:XL;Material:Steel,Samsung,Living Room;Utensils
P0000838,Product 838,Description of Product 838,66.81,Electronics,1001,1001,Color:Black;Size:L,Samsung,Utensils;Electronics
P0000839,Product 839,Description of Product 839,855.54,Books,1006,1005,Color:White;Size:XL,Ikea,Utensils;Smartphones
P0000840,Product 840,Description of Product 840,405.38,Toys,1005,1002,Color:Red;Size:M,Ikea,Kitchen;Living Room
P0000841,Product 841,Description of Product 841,908.11,Kitchen,1003,1005,Color:Black;Size:L;Material:Plastic,Samsung,Utensils;Home
P0000842,Product 842,Description of Product 842,572.08,Electronics,1001,1005,Color:Red;Size:S,LG,Gadgets;Utensils
P0000843,Product 843,Description of Product 843,277.06,Furniture,1004,1004,Color:Black;Size:L;Material:Plastic,Samsung,Electronics;Smartphones
P0000844,Product 844,Description of Product 844,133.71,Kitchen,1003,1002,Color:White;Size:S;Material:Plastic,LG,Gadgets;Home
P0000845,Product 845,Description of Product 845,873.2,Toys,1005,1003,Color:Black;Size:M,Samsung,Gadgets;Kitchen
P0000846,Product 846,Description of Product 846,802.78,Toys,1005,1005,Color:Red;Size:S,Sony,Home;Living Room
P0000847,Product 847,Description of Product 847,125.78,Kitchen,1003,1004,Color:Blue;Size:XL;Material:Wood,Samsung,Home;Electronics
P0000848,Product 848,Description of Product 848,806.46,Furniture,1004,1003,Color:White;Size:XL;Material:Steel,Samsung,Utensils;Electronics
P0000849,Product 849,Description of Product 849,120.18,Home Appliances,1002,,Color:Brown;Size:S;Voltage:110V,Samsung,Furniture;Utensils
P0000850,Product 850,Description of Product 850,167.7,Furniture,1004,1001,Color:Brown;Size:M;Material:Steel,Ikea,Smartphones;Utensils
P0000851,Product 851,Description of Product 851,639.05,Furniture,1004,1005,Color:Brown;Size:XL;Material:Wood,Philips,Utensils;Living Room
P0000852,Product 852,Description of Product 852,614.11,Kitchen,1003,1005,Color:Brown;Size:XL;Material:Steel,Philips,Gadgets;Living Room
P0000853,Product 853,Description of Product 853,881.59,Home Appliances,1002,1002,Color:Red;Size:XL;Voltage:110V,Panasonic,Utensils;Home
P0000854,Product 854,Description of Product 854,951.27,Toys,1005,,Color:Brown;Size:XL,Panasonic,Furniture;Kitchen
P0000855,Product 855,Description of Product 855,665.43,Home Appliances,1002,1005,Color:Blue;Size:L;Voltage:220V,Philips,Living Room;Utensils
P0000856,Product 856,Description of Product 856,156.34,Kitchen,1003,1005,Color:Red;Size:S;Material:Steel,Samsung,Smartphones;Electronics
P0000857,Product 857,Description of Product 857,183.27,Toys,1005,1001,Color:White;Size:L,Philips,Furniture;Home
P0000858,Product 858,Description of Product 858,363.89,Home Appliances,1002,1003,Color:Red;Size:XL;Voltage:110V,Philips,Furniture;Utensils
P0000859,Product 859,Description of Product 859,621.27,Kitchen,1003,1003,Color:White;Size:M;Material:Wood,Samsung,Electronics;Home
P0000860,Product 860,Description of Product 860,837.94,Toys,1005,1003,Color:Red;Size:L,Philips,Living Room;Smartphones
P0000861,Product 861,Description of Product 861,620.73,Books,1006,1005,Color:Blue;Size:XL,Panasonic,Living Room;Home
P0000862,Product 862,Description of Product 862,883.15,Kitchen,1003,1005,Color:Red;Size:S;Material:Steel,Panasonic,Smartphones;Living Room
P0000863,Product 863,Description of Product 863,669.06,Furniture,1004,1005,Color:Black;Size:S;Material:Plastic,Samsung,Utensils;Gadgets
P0000864,Product 864,Description of Product 864,346.34,Kitchen,1003,,Color:Black;Size:L;Material:Plastic,Samsung,Furniture;Living Room
P0000865,Product 865,Description of Product 865,766.83,Books,1006,1005,Color:Red;Size:XL,Ikea,Living Room;Home
P0000866,Product 866,Description of Product 866,523.34,Toys,1005,1005,Color:Black;Size:L,Sony,Living Room;Kitchen
P0000867,Product 867,Description of Product 867,231.97,Home Appliances,1002,1003,Color:White;Size:S;Voltage:220V,LG,Kitchen;Living Room
P0000868,Product 868,Description of Product 868,431.73,Furniture,1004,1003,Color:Blue;Size:XL;Material:Steel,Sony,Home;Utensils
P0000869,Product 869,Description of Product 869,375.25,Toys,1005,1002,Color:Red;Size:L,LG,Gadgets;Electronics
P0000870,Product 870,Description of Product 870,582.28,Kitchen,1003,,Color:Brown;Size:XL;Material:Steel,Panasonic,Furniture;Gadgets
P0000871,Product 871,Description of Product 871,322.79,Toys,1005,1005,Color:Brown;Size:XL,Philips,Electronics;Kitchen
P0000872,Product 872,Description of Product 872,387.69,Kitchen,1003,,Color:Blue;Size:XL;Material:Steel,Ikea,Smartphones;Gadgets
P0000873,Product 873,Description of Product 873,991.58,Toys,1005,1004,Color:Red;Size:XL,Samsung,Kitchen;Furniture
P0000874,Product 874,Description of Product 874,969.79,Kitchen,1003,1002,Color:Brown;Size:XL;Material:Steel,Panasonic,Furniture;Home
P0000875,Product 875,Description of Product 875,947.31,Home Appliances,1002,1002,Color:Black;Size:S;Voltage:110V,LG,Smartphones;Furniture
P0000876,Product 876,Description of Product 876,54.92,Furniture,1004,1001,Color:Brown;Size:XL;Material:Wood,Ikea,Electronics;Furniture
P0000877,Product 877,Description of Product 877,247.81,Home Appliances,1002,1004,Color:Black;Size:XL;Voltage:220V,Ikea,Utensils;Kitchen
P0000878,Product 878,Description of Product 878,216.81,Furniture,1004,,Color:Red;Size:S;Material:Steel,Panasonic,Gadgets;Living Room
P0000879,Product 879,Description of Product 879,131.36,Books,1006,1004,Color:Black;Size:M,Samsung,Utensils;Home
P0000880,Product 880,Description of Product 880,103.76,Furniture,1004,,Color:Red;Size:S;Material:Plastic,Ikea,Utensils;Smartphones
P0000881,Product 881,Description of Product 881,510.59,Books,1006,1005,Color:Blue;Size:S,Panasonic,Furniture;Utensils
P0000882,Product 882,Description of Product 882,890.83,Home Appliances,1002,1001,Color:Red;Size:M;Voltage:110V,Philips,Home;Kitchen
P0000883,Product 883,Description of Product 883,668.41,Kitchen,1003,,Color:Blue;Size:XL;Material:Plastic,Samsung,Living Room;Kitchen
P0000884,Product 884,Description of Product 884,49.65,Furniture,1004,1002,Color:Blue;Size:M;Material:Wood,Panasonic,Electronics;Utensils
